BirdID,Experiment,Trial,Correct,,,
RY-fPM,Colour reversal,77,Y,,,
RY-fPM,Colour reversal,78,Y,,,
RY-fPM,Colour reversal,79,Y,,,
RY-fPM,Colour reversal,80,Y,,,
RY-fPM,Colour reversal,81,Y,,,
RY-fPM,Colour reversal,82,Y,,,
RM-OB,Colour assoc.,1,N,,,
RM-OB,Colour assoc.,2,Y,,,
RM-OB,Colour assoc.,3,Y,,,
RM-OB,Colour assoc.,4,N,,,
RM-OB,Colour assoc.,5,Y,,,
RM-OB,Colour assoc.,6,Y,,,
RM-OB,Colour assoc.,7,N,,,
RM-OB,Colour assoc.,8,Y,,,
RM-OB,Colour assoc.,9,N,,,
RM-OB,Colour assoc.,10,Y,,,
RM-OB,Colour assoc.,11,Y,,,
RM-OB,Colour assoc.,12,Y,,,
RM-OB,Colour assoc.,13,Y,,,
RM-OB,Colour assoc.,14,Y,,,
RM-OB,Colour assoc.,15,Y,,,
RM-OB,Colour assoc.,16,N,,,
RM-OB,Colour assoc.,17,Y,,,
RM-OB,Colour assoc.,18,Y,,,
RM-OB,Colour assoc.,19,Y,,,
RM-OB,Colour reversal,1,N,,,
RM-OB,Colour reversal,2,N,,,
RM-OB,Colour reversal,3,N,,,
RM-OB,Colour reversal,4,Y,,,
RM-OB,Colour reversal,5,N,,,
RM-OB,Colour reversal,6,N,,,
RM-OB,Colour reversal,7,N,,,
RM-OB,Colour reversal,8,N,,,
RM-OB,Colour reversal,9,N,,,
RM-OB,Colour reversal,10,N,,,
RM-OB,Colour reversal,11,N,,,
RM-OB,Colour reversal,12,N,,,
RM-OB,Colour reversal,13,N,,,
RM-OB,Colour reversal,14,N,,,
RM-OB,Colour reversal,15,N,,,
RM-OB,Colour reversal,16,N,,,
RM-OB,Colour reversal,17,N,,,
RM-OB,Colour reversal,18,N,,,
RM-OB,Colour reversal,19,N,,,
RM-OB,Colour reversal,20,N,,,
RM-OB,Colour reversal,21,N,,,
RM-OB,Colour reversal,22,N,,,
RM-OB,Colour reversal,23,Y,,,
RM-OB,Colour reversal,24,Y,,,
RM-OB,Colour reversal,25,N,,,
RM-OB,Colour reversal,26,Y,,,
RM-OB,Colour reversal,27,Y,,,
RM-OB,Colour reversal,28,Y,,,
RM-OB,Colour reversal,29,N,,,
RM-OB,Colour reversal,30,N,,,
RM-OB,Colour reversal,31,Y,,,
RM-OB,Colour reversal,32,Y,,,
RM-OB,Colour reversal,33,N,,,
RM-OB,Colour reversal,34,N,,,
RM-OB,Colour reversal,35,N,,,
RM-OB,Colour reversal,36,N,,,
RM-OB,Colour reversal,37,Y,,,
RM-OB,Colour reversal,38,N,,,
RM-OB,Colour reversal,39,N,,,
RM-OB,Colour reversal,40,Y,,,
RM-OB,Colour reversal,41,Y,,,
RM-OB,Colour reversal,42,N,,,
RM-OB,Colour reversal,43,N,,,
RM-OB,Colour reversal,44,N,,,
RM-OB,Colour reversal,45,Y,,,
RM-OB,Colour reversal,46,Y,,,
RM-OB,Colour reversal,47,N,,,
RM-OB,Colour reversal,48,N,,,
RM-OB,Colour reversal,49,Y,,,
RM-OB,Colour reversal,50,Y,,,
RM-OB,Colour reversal,51,Y,,,
RM-OB,Colour reversal,52,Y,,,
RM-OB,Colour reversal,53,Y,,,
RM-OB,Colour reversal,54,Y,,,
RM-OB,Colour reversal,55,N,,,
RM-OB,Colour reversal,56,Y,,,
RM-OB,Colour reversal,57,N,,,
RM-OB,Colour reversal,58,Y,,,
RM-OB,Colour reversal,59,Y,,,
RM-OB,Colour reversal,60,N,,,
RM-OB,Colour reversal,61,Y,,,
RM-OB,Colour reversal,62,Y,,,
RM-OB,Colour reversal,63,Y,,,
RM-OB,Colour reversal,64,Y,,,
RM-OB,Colour reversal,65,Y,,,
RM-OB,Colour reversal,66,N,,,
RM-OB,Colour reversal,67,N,,,
RM-OB,Colour reversal,68,N,,,
RM-OB,Colour reversal,69,Y,,,
RM-OB,Colour reversal,70,Y,,,
RM-OB,Colour reversal,71,Y,,,
RM-OB,Colour reversal,72,Y,,,
RM-OB,Colour reversal,73,Y,,,
RM-OB,Colour reversal,74,N,,,
RM-OB,Colour reversal,75,Y,,,
RM-OB,Colour reversal,76,Y,,,
RM-OB,Colour reversal,77,Y,,,
RM-OB,Colour reversal,78,N,,,
RM-OB,Colour reversal,79,Y,,,
RM-OB,Colour reversal,80,Y,,,
OM-YW,Colour assoc.,Probe,Y,,,
OM-YW,Colour assoc.,1,N,,,
OM-YW,Colour assoc.,2,Y,,,
OM-YW,Colour assoc.,3,Y,,,
OM-YW,Colour assoc.,4,Y,,,
OM-YW,Colour assoc.,5,Y,,,
OM-YW,Colour assoc.,6,Y,,,
OM-YW,Colour assoc.,7,N,,,
OM-YW,Colour assoc.,8,Y,,,
OM-YW,Colour assoc.,9,Y,,,
OM-YW,Colour assoc.,10,Y,,,
OM-YW,Colour assoc.,11,Y,,,
OM-YW,Colour assoc.,12,Y,,,
OM-YW,Colour reversal,Probe,N,,,
OM-YW,Colour reversal,1,N,,,
OM-YW,Colour reversal,2,Y,,,
OM-YW,Colour reversal,3,N,,,
OM-YW,Colour reversal,4,Y,,,
OM-YW,Colour reversal,5,N,,,
OM-YW,Colour reversal,6,Y,,,
OM-YW,Colour reversal,7,Y,,,
OM-YW,Colour reversal,8,Y,,,
OM-YW,Colour reversal,9,N,,,
OM-YW,Colour reversal,10,N,,,
OM-YW,Colour reversal,11,N,,,
OM-YW,Colour reversal,12,N,,,
OM-YW,Colour reversal,13,N,,,
OM-YW,Colour reversal,14,Y,,,
OM-YW,Colour reversal,15,N,,,
OM-YW,Colour reversal,16,Y,,,
OM-YW,Colour reversal,17,N,,,
OM-YW,Colour reversal,18,Y,,,
OM-YW,Colour reversal,19,N,,,
OM-YW,Colour reversal,20,N,,,
OM-YW,Colour reversal,21,N,,,
OM-YW,Colour reversal,22,Y,,,
OM-YW,Colour reversal,23,Y,,,
OM-YW,Colour reversal,24,Y,,,
OM-YW,Colour reversal,25,Y,,,
OM-YW,Colour reversal,26,N,,,
OM-YW,Colour reversal,27,Y,,,
OM-YW,Colour reversal,28,Y,,,
OM-YW,Colour reversal,29,Y,,,
OM-YW,Colour reversal,30,N,,,
OM-YW,Colour reversal,31,Y,,,
OM-YW,Colour reversal,32,Y,,,
OM-YW,Colour reversal,33,Y,,,
OM-YK,Colour assoc.,Probe,N,,,
OM-YK,Colour assoc.,1,N,,,
OM-YK,Colour assoc.,2,Y,,,
OM-YK,Colour assoc.,3,Y,,,
OM-YK,Colour assoc.,4,N,,,
OM-YK,Colour assoc.,5,N,,,
OM-YK,Colour assoc.,6,N,,,
OM-YK,Colour assoc.,7,N,,,
OM-YK,Colour assoc.,8,Y,,,
OM-YK,Colour assoc.,9,N,,,
OM-YK,Colour assoc.,10,Y,,,
OM-YK,Colour assoc.,11,N,,,
OM-YK,Colour assoc.,12,N,,,
OM-YK,Colour assoc.,13,N,,,
OM-YK,Colour assoc.,14,N,,,
OM-YK,Colour assoc.,15,N,,,
OM-YK,Colour assoc.,16,N,,,
OM-YK,Colour assoc.,17,Y,,,
OM-YK,Colour assoc.,18,N,,,
OM-YK,Colour assoc.,19,Y,,,
OM-YK,Colour assoc.,20,N,,,
OM-YK,Colour assoc.,21,N,,,
OM-YK,Colour assoc.,22,Y,,,
OM-YK,Colour assoc.,23,Y,,,
OM-YK,Colour assoc.,24,N,,,
OM-YK,Colour assoc.,25,N,,,
OM-YK,Colour assoc.,26,Y,,,
OM-YK,Colour assoc.,27,N,,,
OM-YK,Colour assoc.,28,N,,,
OM-YK,Colour assoc.,29,Y,,,
OM-YK,Colour assoc.,30,N,,,
OM-YK,Colour assoc.,31,Y,,,
OM-YK,Colour assoc.,32,N,,,
OM-YK,Colour assoc.,33,N,,,
OM-YK,Colour assoc.,34,N,,,
OM-YK,Colour assoc.,35,N,,,
OM-YK,Colour assoc.,36,Y,,,
OM-YK,Colour assoc.,37,N,,,
OM-YK,Colour assoc.,38,Y,,,
OM-YK,Colour assoc.,39,Y,,,
OM-YK,Colour assoc.,40,N,,,
OM-YK,Colour assoc.,41,N,,,
OM-YK,Colour assoc.,42,Y,,,
OM-YK,Colour assoc.,43,Y,,,
OM-YK,Colour assoc.,44,Y,,,
OM-YK,Colour assoc.,45,Y,,,
OM-YK,Colour assoc.,46,N,,,
OM-YK,Colour assoc.,47,N,,,
OM-YK,Colour assoc.,48,N,,,
OM-YK,Colour assoc.,49,Y,,,
OM-YK,Colour assoc.,50,N,,,
OM-YK,Colour assoc.,51,N,,,
OM-YK,Colour assoc.,52,N,,,
OM-YK,Colour assoc.,53,N,,,
OM-YK,Colour assoc.,54,Y,,,
OM-YK,Colour assoc.,55,N,,,
OM-YK,Colour assoc.,56,Y,,,
OM-YK,Colour assoc.,57,N,,,
OM-YK,Colour assoc.,58,Y,,,
OM-YK,Colour assoc.,59,N,,,
OM-YK,Colour assoc.,60,Y,,,
OM-YK,Colour assoc.,61,Y,,,
OM-YK,Colour assoc.,62,Y,,,
OM-YK,Colour assoc.,63,N,,,
OM-YK,Colour assoc.,64,Y,,,
OM-YK,Colour assoc.,65,Y,,,
OM-YK,Colour assoc.,66,N,,,
OM-YK,Colour assoc.,67,N,,,
OM-YK,Colour assoc.,68,N,,,
OM-YK,Colour assoc.,69,Y,,,
OM-YK,Colour assoc.,70,Y,,,
OM-YK,Colour assoc.,71,Y,,,
OM-YK,Colour assoc.,72,N,,,
OM-YK,Colour assoc.,73,Y,,,
OM-YK,Colour assoc.,74,Y,,,
OM-YK,Colour assoc.,75,Y,,,
OM-YK,Colour assoc.,76,Y,,,
OM-YK,Colour assoc.,77,Y,,,
OM-YK,Colour assoc.,78,Y,,,
OM-YK,Colour assoc.,79,N,,,
OM-YK,Colour assoc.,80,Y,,,
OM-YK,Colour reversal,Probe,Y,,,
OM-YK,Colour reversal,1,Y,,,
OM-YK,Colour reversal,2,N,,,
OM-YK,Colour reversal,3,N,,,
OM-YK,Colour reversal,4,N,,,
OM-YK,Colour reversal,5,Y,,,
OM-YK,Colour reversal,6,N,,,
OM-YK,Colour reversal,7,N,,,
OM-YK,Colour reversal,8,N,,,
OM-YK,Colour reversal,9,Y,,,
OM-YK,Colour reversal,10,N,,,
OM-YK,Colour reversal,11,N,,,
OM-YK,Colour reversal,12,Y,,,
OM-YK,Colour reversal,13,Y,,,
OM-YK,Colour reversal,14,Y,,,
OM-YK,Colour reversal,15,N,,,
OM-YK,Colour reversal,16,N,,,
OM-YK,Colour reversal,17,Y,,,
OM-YK,Colour reversal,18,Y,,,
OM-YK,Colour reversal,19,Y,,,
OM-YK,Colour reversal,20,N,,,
OM-YK,Colour reversal,21,Y,,,
OM-YK,Colour reversal,22,Y,,,
OM-YK,Colour reversal,23,Y,,,
OM-YK,Colour reversal,24,Y,,,
OM-YK,Colour reversal,25,N,,,
OM-YK,Colour reversal,26,N,,,
OM-YK,Colour reversal,27,N,,,
OM-YK,Colour reversal,28,N,,,
OM-YK,Colour reversal,29,N,,,
OM-YK,Colour reversal,30,Y,,,
OM-YK,Colour reversal,31,N,,,
OM-YK,Colour reversal,32,N,,,
OM-YK,Colour reversal,33,N,,,
OM-YK,Colour reversal,34,N,,,
OM-YK,Colour reversal,35,N,,,
OM-YK,Colour reversal,36,Y,,,
OM-YK,Colour reversal,37,Y,,,
OM-YK,Colour reversal,38,Y,,,
OM-YK,Colour reversal,39,N,,,
OM-YK,Colour reversal,40,N,,,
OM-YK,Colour reversal,41,Y,,,
OM-YK,Colour reversal,42,Y,,,
OM-YK,Colour reversal,43,N,,,
OM-YK,Colour reversal,44,N,,,
OM-YK,Colour reversal,45,N,,,
OM-YK,Colour reversal,46,Y,,,
OM-YK,Colour reversal,47,N,,,
OM-YK,Colour reversal,48,Y,,,
OM-YK,Colour reversal,49,Y,,,
OM-YK,Colour reversal,50,N,,,
OM-YK,Colour reversal,51,Y,,,
OM-YK,Colour reversal,52,Y,,,
OM-YK,Colour reversal,53,Y,,,
OM-YK,Colour reversal,54,Y,,,
OM-YK,Colour reversal,55,Y,,,
OM-YK,Colour reversal,56,Y,,,
OM-YK,Colour reversal,57,Y,,,
fPB-YM,Colour assoc.,Probe,N,,,
fPB-YM,Colour assoc.,1,N,,,
fPB-YM,Colour assoc.,2,Y,,,
fPB-YM,Colour assoc.,3,N,,,
fPB-YM,Colour assoc.,4,Y,,,
fPB-YM,Colour assoc.,5,N,,,
fPB-YM,Colour assoc.,6,N,,,
fPB-YM,Colour assoc.,7,N,,,
fPB-YM,Colour assoc.,8,N,,,
fPB-YM,Colour assoc.,9,Y,,,
fPB-YM,Colour assoc.,10,N,,,
fPB-YM,Colour assoc.,11,N,,,
fPB-YM,Colour assoc.,12,N,,,
fPB-YM,Colour assoc.,13,Y,,,
fPB-YM,Colour assoc.,14,Y,,,
fPB-YM,Colour assoc.,15,Y,,,
fPB-YM,Colour assoc.,16,N,,,
fPB-YM,Colour assoc.,17,N,,,
fPB-YM,Colour assoc.,18,N,,,
fPB-YM,Colour assoc.,19,Y,,,
fPB-YM,Colour assoc.,20,Y,,,
fPB-YM,Colour assoc.,21,N,,,
fPB-YM,Colour assoc.,22,N,,,
fPB-YM,Colour assoc.,23,Y,,,
fPB-YM,Colour assoc.,24,N,,,
fPB-YM,Colour assoc.,25,N,,,
fPB-YM,Colour assoc.,26,Y,,,
fPB-YM,Colour assoc.,27,N,,,
fPB-YM,Colour assoc.,28,N,,,
fPB-YM,Colour assoc.,29,N,,,
fPB-YM,Colour assoc.,30,Y,,,
fPB-YM,Colour assoc.,31,Y,,,
fPB-YM,Colour assoc.,32,N,,,
fPB-YM,Colour assoc.,33,Y,,,
fPB-YM,Colour assoc.,34,Y,,,
fPB-YM,Colour assoc.,35,Y,,,
fPB-YM,Colour assoc.,36,Y,,,
fPB-YM,Colour assoc.,37,N,,,
fPB-YM,Colour assoc.,38,Y,,,
fPB-YM,Colour assoc.,39,Y,,,
fPB-YM,Colour assoc.,40,Y,,,
fPB-YM,Colour assoc.,41,Y,,,
fPB-YM,Colour reversal,Probe,N,,,
fPB-YM,Colour reversal,1,N,,,
fPB-YM,Colour reversal,2,N,,,
fPB-YM,Colour reversal,3,N,,,
fPB-YM,Colour reversal,4,N,,,
fPB-YM,Colour reversal,5,N,,,
fPB-YM,Colour reversal,6,N,,,
fPB-YM,Colour reversal,7,N,,,
fPB-YM,Colour reversal,8,N,,,
fPB-YM,Colour reversal,9,N,,,
fPB-YM,Colour reversal,10,N,,,
fPB-YM,Colour reversal,11,N,,,
fPB-YM,Colour reversal,12,N,,,
fPB-YM,Colour reversal,13,N,,,
fPB-YM,Colour reversal,14,N,,,
fPB-YM,Colour reversal,15,N,,,
fPB-YM,Colour reversal,16,N,,,
fPB-YM,Colour reversal,17,N,,,
fPB-YM,Colour reversal,18,N,,,
fPB-YM,Colour reversal,19,N,,,
fPB-YM,Colour reversal,20,N,,,
fPB-YM,Colour reversal,21,Y,,,
fPB-YM,Colour reversal,22,N,,,
fPB-YM,Colour reversal,23,N,,,
fPB-YM,Colour reversal,24,N,,,
fPB-YM,Colour reversal,25,N,,,
fPB-YM,Colour reversal,26,N,,,
fPB-YM,Colour reversal,27,N,,,
fPB-YM,Colour reversal,28,N,,,
fPB-YM,Colour reversal,29,N,,,
fPB-YM,Colour reversal,30,N,,,
fPB-YM,Colour reversal,31,N,,,
fPB-YM,Colour reversal,32,Y,,,
fPB-YM,Colour reversal,33,N,,,
fPB-YM,Colour reversal,34,N,,,
fPB-YM,Colour reversal,35,N,,,
fPB-YM,Colour reversal,36,N,,,
fPB-YM,Colour reversal,37,N,,,
fPB-YM,Colour reversal,38,N,,,
fPB-YM,Colour reversal,39,N,,,
fPB-YM,Colour reversal,40,Y,,,
fPB-YM,Colour reversal,41,Y,,,
fPB-YM,Colour reversal,42,Y,,,
fPB-YM,Colour reversal,43,N,,,
fPB-YM,Colour reversal,44,N,,,
fPB-YM,Colour reversal,45,N,,,
fPB-YM,Colour reversal,46,N,,,
fPB-YM,Colour reversal,47,N,,,
fPB-YM,Colour reversal,48,N,,,
fPB-YM,Colour reversal,49,Y,,,
fPB-YM,Colour reversal,50,Y,,,
fPB-YM,Colour reversal,51,N,,,
fPB-YM,Colour reversal,52,Y,,,
fPB-YM,Colour reversal,46,Y,,,
fPB-YM,Colour reversal,47,Y,,,
fPB-YM,Colour reversal,48,Y,,,
fPB-YM,Colour reversal,49,N,,,
fPB-YM,Colour reversal,50,N,,,
fPB-YM,Colour reversal,51,N,,,
fPB-YM,Colour reversal,52,Y,,,
fPB-YM,Colour reversal,53,Y,,,
fPB-YM,Colour reversal,54,Y,,,
fPB-YM,Colour reversal,55,Y,,,
fPB-YM,Colour reversal,56,Y,,,
fPB-YM,Colour reversal,57,Y,,,
fPB-YM,Colour reversal,58,Y,,,
fPB-YM,Colour reversal,59,Y,,,
fPB-YM,Colour reversal,60,Y,,,
fPB-YM,Colour reversal,61,Y,,,
YpB-YM,Colour assoc.,Probe,Y,,,
YpB-YM,Colour assoc.,1,N,,,
YpB-YM,Colour assoc.,2,N,,,
YpB-YM,Colour assoc.,3,Y,,,
YpB-YM,Colour assoc.,4,N,,,
YpB-YM,Colour assoc.,5,N,,,
YpB-YM,Colour assoc.,6,N,,,
YpB-YM,Colour assoc.,7,N,,,
YpB-YM,Colour assoc.,8,N,,,
YpB-YM,Colour assoc.,9,Y,,,
YpB-YM,Colour assoc.,10,N,,,
YpB-YM,Colour assoc.,11,Y,,,
YpB-YM,Colour assoc.,12,N,,,
YpB-YM,Colour assoc.,13,N,,,
YpB-YM,Colour assoc.,14,N,,,
YpB-YM,Colour assoc.,15,Y,,,
YpB-YM,Colour assoc.,16,Y,,,
YpB-YM,Colour assoc.,17,Y,,,
YpB-YM,Colour assoc.,18,Y,,,
YpB-YM,Colour assoc.,19,Y,,,
YpB-YM,Colour assoc.,20,Y,,,
YpB-YM,Colour assoc.,21,Y,,,
YpB-YM,Colour assoc.,22,Y,,,
YpB-YM,Colour assoc.,23,Y,,,
YpB-YM,Colour assoc.,24,N,,,
YpB-YM,Colour assoc.,25,N,,,
YpB-YM,Colour assoc.,26,Y,,,
YpB-YM,Colour reversal,Probe,N,,,
YpB-YM,Colour reversal,1,N,,,
YpB-YM,Colour reversal,2,N,,,
YpB-YM,Colour reversal,3,N,,,
YpB-YM,Colour reversal,4,N,,,
YpB-YM,Colour reversal,5,N,,,
YpB-YM,Colour reversal,6,N,,,
YpB-YM,Colour reversal,7,N,,,
YpB-YM,Colour reversal,8,N,,,
YpB-YM,Colour reversal,9,Y,,,
YpB-YM,Colour reversal,10,Y,,,
YpB-YM,Colour reversal,11,N,,,
YpB-YM,Colour reversal,12,N,,,
YpB-YM,Colour reversal,13,N,,,
YpB-YM,Colour reversal,14,N,,,
YpB-YM,Colour reversal,15,Y,,,
YpB-YM,Colour reversal,16,Y,,,
YpB-YM,Colour reversal,17,Y,,,
YpB-YM,Colour reversal,18,Y,,,
YpB-YM,Colour reversal,19,N,,,
YpB-YM,Colour reversal,20,N,,,
YpB-YM,Colour reversal,21,Y,,,
YpB-YM,Colour reversal,22,Y,,,
YpB-YM,Colour reversal,23,N,,,
YpB-YM,Colour reversal,24,N,,,
YpB-YM,Colour reversal,25,Y,,,
YpB-YM,Colour reversal,26,N,,,
YpB-YM,Colour reversal,27,N,,,
YpB-YM,Colour reversal,28,Y,,,
YpB-YM,Colour reversal,29,Y,,,
YpB-YM,Colour reversal,30,N,,,
YpB-YM,Colour reversal,31,N,,,
YpB-YM,Colour reversal,32,Y,,,
YpB-YM,Colour reversal,33,N,,,
YpB-YM,Colour reversal,34,Y,,,
YpB-YM,Colour reversal,35,N,,,
YpB-YM,Colour reversal,36,Y,,,
YpB-YM,Colour reversal,37,Y,,,
YpB-YM,Colour reversal,38,Y,,,
YpB-YM,Colour reversal,39,Y,,,
YpB-YM,Colour reversal,40,N,,,
YpB-YM,Colour reversal,41,N,,,
YpB-YM,Colour reversal,42,Y,,,
YpB-YM,Colour reversal,43,Y,,,
YpB-YM,Colour reversal,44,Y,,,
YpB-YM,Colour reversal,45,Y,,,
YpB-YM,Colour reversal,46,Y,,,
YpB-YM,Colour reversal,47,N,,,
YpB-YM,Colour reversal,48,Y,,,
YpB-YM,Colour reversal,49,Y,,,
YpB-YM,Colour reversal,50,N,,,
YpB-YM,Colour reversal,51,Y,,,
YpB-YM,Colour reversal,52,Y,,,
YpB-YM,Colour reversal,53,Y,,,
BpB-YM,Colour assoc.,Probe,N,,,
BpB-YM,Colour assoc.,1,N,,,
BpB-YM,Colour assoc.,2,Y,,,
BpB-YM,Colour assoc.,3,N,,,
BpB-YM,Colour assoc.,4,Y,,,
BpB-YM,Colour assoc.,5,N,,,
BpB-YM,Colour assoc.,6,Y,,,
BpB-YM,Colour assoc.,7,Y,,,
BpB-YM,Colour assoc.,8,Y,,,
BpB-YM,Colour assoc.,9,Y,,,
BpB-YM,Colour assoc.,10,N,,,
BpB-YM,Colour assoc.,11,Y,,,
BpB-YM,Colour assoc.,12,N,,,
BpB-YM,Colour assoc.,13,N,,,
BpB-YM,Colour assoc.,14,N,,,
BpB-YM,Colour assoc.,15,N,,,
BpB-YM,Colour assoc.,16,Y,,,
BpB-YM,Colour assoc.,17,Y,,,
BpB-YM,Colour assoc.,18,N,,,
BpB-YM,Colour assoc.,19,N,,,
BpB-YM,Colour assoc.,20,Y,,,
BpB-YM,Colour assoc.,21,N,,,
BpB-YM,Colour assoc.,22,Y,,,
BpB-YM,Colour assoc.,23,Y,,,
BpB-YM,Colour assoc.,24,N,,,
BpB-YM,Colour assoc.,25,Y,,,
BpB-YM,Colour assoc.,26,Y,,,
BpB-YM,Colour assoc.,27,Y,,,
BpB-YM,Colour assoc.,28,N,,,
BpB-YM,Colour assoc.,29,Y,,,
BpB-YM,Colour assoc.,30,N,,,
BpB-YM,Colour assoc.,31,N,,,
BpB-YM,Colour assoc.,32,Y,,,
BpB-YM,Colour assoc.,33,N,,,
BpB-YM,Colour assoc.,34,N,,,
BpB-YM,Colour assoc.,35,Y,,,
BpB-YM,Colour assoc.,36,Y,,,
BpB-YM,Colour assoc.,37,Y,,,
BpB-YM,Colour assoc.,38,Y,,,
BpB-YM,Colour assoc.,39,Y,,,
BpB-YM,Colour assoc.,40,Y,,,
BpB-YM,Colour assoc.,41,N,,,
BpB-YM,Colour assoc.,42,Y,,,
BpB-YM,Colour assoc.,43,Y,,,
BpB-YM,Colour assoc.,44,N,,,
BpB-YM,Colour assoc.,45,Y,,,
BpB-YM,Colour assoc.,46,N,,,
BpB-YM,Colour assoc.,47,Y,,,
BpB-YM,Colour assoc.,48,N,,,
BpB-YM,Colour assoc.,49,N,,,
BpB-YM,Colour assoc.,50,Y,,,
BpB-YM,Colour assoc.,51,N,,,
BpB-YM,Colour assoc.,52,Y,,,
BpB-YM,Colour assoc.,53,Y,,,
BpB-YM,Colour assoc.,54,Y,,,
BpB-YM,Colour assoc.,55,Y,,,
BpB-YM,Colour assoc.,56,Y,,,
BpB-YM,Colour assoc.,57,Y,,,
BpB-YM,Colour assoc.,58,Y,,,
BpB-YM,Colour assoc.,59,Y,,,
BpB-YM,Colour assoc.,60,Y,,,
BpB-YM,Colour reversal,Probe,N,,,
BpB-YM,Colour reversal,1,N,,,
BpB-YM,Colour reversal,2,N,,,
BpB-YM,Colour reversal,3,N,,,
BpB-YM,Colour reversal,4,N,,,
BpB-YM,Colour reversal,5,N,,,
BpB-YM,Colour reversal,6,N,,,
BpB-YM,Colour reversal,7,N,,,
BpB-YM,Colour reversal,8,N,,,
BpB-YM,Colour reversal,9,N,,,
BpB-YM,Colour reversal,10,N,,,
BpB-YM,Colour reversal,11,N,,,
BpB-YM,Colour reversal,12,N,,,
BpB-YM,Colour reversal,13,N,,,
BpB-YM,Colour reversal,14,N,,,
BpB-YM,Colour reversal,15,N,,,
BpB-YM,Colour reversal,16,N,,,
BpB-YM,Colour reversal,17,N,,,
BpB-YM,Colour reversal,18,N,,,
BpB-YM,Colour reversal,19,N,,,
BpB-YM,Colour reversal,20,N,,,
BpB-YM,Colour reversal,21,N,,,
BpB-YM,Colour reversal,22,N,,,
BpB-YM,Colour reversal,23,Y,,,
BpB-YM,Colour reversal,24,Y,,,
BpB-YM,Colour reversal,25,N,,,
BpB-YM,Colour reversal,26,Y,,,
BpB-YM,Colour reversal,27,N,,,
BpB-YM,Colour reversal,28,N,,,
BpB-YM,Colour reversal,29,N,,,
BpB-YM,Colour reversal,30,Y,,,
BpB-YM,Colour reversal,31,N,,,
BpB-YM,Colour reversal,32,N,,,
BpB-YM,Colour reversal,33,N,,,
BpB-YM,Colour reversal,34,Y,,,
BpB-YM,Colour reversal,35,N,,,
BpB-YM,Colour reversal,36,N,,,
BpB-YM,Colour reversal,37,Y,,,
BpB-YM,Colour reversal,38,N,,,
BpB-YM,Colour reversal,39,N,,,
BpB-YM,Colour reversal,40,Y,,,
BpB-YM,Colour reversal,41,N,,,
BpB-YM,Colour reversal,42,Y,,,
BpB-YM,Colour reversal,43,N,,,
BpB-YM,Colour reversal,44,Y,,,
BpB-YM,Colour reversal,45,N,,,
BpB-YM,Colour reversal,46,Y,,,
BpB-YM,Colour reversal,47,N,,,
BpB-YM,Colour reversal,48,Y,,,
BpB-YM,Colour reversal,49,N,,,
BpB-YM,Colour reversal,50,Y,,,
BpB-YM,Colour reversal,51,N,,,
BpB-YM,Colour reversal,52,Y,,,
BpB-YM,Colour reversal,53,N,,,
BpB-YM,Colour reversal,54,Y,,,
BpB-YM,Colour reversal,55,Y,,,
BpB-YM,Colour reversal,56,Y,,,
BpB-YM,Colour reversal,57,N,,,
BpB-YM,Colour reversal,58,N,,,
BpB-YM,Colour reversal,59,Y,,,
BpB-YM,Colour reversal,60,Y,,,
BpB-YM,Colour reversal,61,Y,,,
BpB-YM,Colour reversal,62,Y,,,
BpB-YM,Colour reversal,63,Y,,,
BpB-YM,Colour reversal,64,Y,,,
BpB-YM,Colour reversal,65,Y,,,
fPfP-YM,Colour assoc.,Probe,N,,,
fPfP-YM,Colour assoc.,1,N,,,
fPfP-YM,Colour assoc.,2,N,,,
fPfP-YM,Colour assoc.,3,N,,,
fPfP-YM,Colour assoc.,4,N,,,
fPfP-YM,Colour assoc.,5,N,,,
fPfP-YM,Colour assoc.,6,N,,,
fPfP-YM,Colour assoc.,7,N,,,
fPfP-YM,Colour assoc.,8,N,,,
fPfP-YM,Colour assoc.,9,Y,,,
fPfP-YM,Colour assoc.,10,N,,,
fPfP-YM,Colour assoc.,11,N,,,
fPfP-YM,Colour assoc.,12,Y,,,
fPfP-YM,Colour assoc.,13,N,,,
fPfP-YM,Colour assoc.,14,N,,,
fPfP-YM,Colour assoc.,15,N,,,
fPfP-YM,Colour assoc.,16,N,,,
fPfP-YM,Colour assoc.,17,N,,,
fPfP-YM,Colour assoc.,18,N,,,
fPfP-YM,Colour assoc.,19,Y,,,
fPfP-YM,Colour assoc.,20,N,,,
fPfP-YM,Colour assoc.,21,Y,,,
fPfP-YM,Colour assoc.,22,N,,,
fPfP-YM,Colour assoc.,23,N,,,
fPfP-YM,Colour assoc.,24,Y,,,
fPfP-YM,Colour assoc.,25,N,,,
fPfP-YM,Colour assoc.,26,Y,,,
fPfP-YM,Colour assoc.,27,N,,,
fPfP-YM,Colour assoc.,28,N,,,
fPfP-YM,Colour assoc.,29,N,,,
fPfP-YM,Colour assoc.,30,N,,,
fPfP-YM,Colour assoc.,31,N,,,
fPfP-YM,Colour assoc.,32,N,,,
fPfP-YM,Colour assoc.,33,Y,,,
fPfP-YM,Colour assoc.,34,N,,,
fPfP-YM,Colour assoc.,35,Y,,,
fPfP-YM,Colour assoc.,36,N,,,
fPfP-YM,Colour assoc.,37,N,,,
